Symptoms of mental illness,Unarmed/Did Not Have an Actual Weapon,Alleged Weapon,Fleeing,Body Camera,Victims gender,Victims race
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Black
Unknown,Vehicle,vehicle,Inputed NF,Inputed No,Male,Black
Unknown,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,knife,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Asian
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Hispanic
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
No,Unclear,undetermined,Inputed NF,Inputed No,Female,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Drug or alcohol use,Unclear,undetermined,Inputed NF,Inputed No,Female,White
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
Yes,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Asian
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,undetermined,Inputed NF,Inputed No,Male,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
Unknown,Unclear,others,Inputed NF,Inputed No,Male,White
Unknown,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,undetermined,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Female,Unknown race
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
Unknown,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Vehicle,others,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,knife,Inputed NF,Inputed No,Female,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,others,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,others,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Female,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Inputed NF,Inputed No,Female,White
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,others,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Female,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Female,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,White
Yes,Unclear,undetermined,Inputed NF,Inputed No,Female,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
No,Vehicle,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
Yes,Unclear,others,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Female,Hispanic
Unknown,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Unclear,others,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Drug or alcohol use,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
Drug or alcohol use,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Vehicle,others,Inputed NF,Inputed No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Unclear,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,Native American
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,White
Unknown,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic
Yes,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
Drug or alcohol use,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
