Symptoms of mental illness,Unarmed/Did Not Have an Actual Weapon,Alleged Weapon,Fleeing,Body Camera,Victims gender,Victims race,Cluster
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Black,3
No,Vehicle,others,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
No,Vehicle,vehicle,Inputed NF,Inputed No,Female,Hispanic,2
Drug or alcohol use,Vehicle,vehicle,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Hispanic,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unclear,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Native American,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Black,3
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Vehicle,others,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Hispanic,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Female,Black,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Yes,Unclear,others,Inputed NF,Inputed No,Female,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Black,3
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Native American,2
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,White,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Vehicle,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,Unknown race,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Black,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Vehicle,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Asian,2
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Female,Hispanic,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,others,Inputed NF,Inputed No,Male,Unknown race,2
No,Vehicle,others,Inputed NF,Inputed No,Male,Black,2
Drug or alcohol use,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,others,Inputed NF,Inputed No,Female,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Vehicle,others,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,White,3
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,Black,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,White,3
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,Asian,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Female,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Native American,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Hispanic,3
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Female,Native American,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Female,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
No,Vehicle,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White,3
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Female,White,2
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Pacific Islander,2
Drug or alcohol use,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Native American,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Unknown race,3
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White,2
No,Vehicle,others,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black,2
Drug or alcohol use,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White,2
Drug or alcohol use,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic,2
Unknown,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race,3
Yes,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Vehicle,others,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,Hispanic,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White,3
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Unknown race,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White,3
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black,2
Unknown,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,Inputed No,Male,White,3
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Female,Hispanic,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White,2
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black,2
